year,region,citizenship,immigration,population,immigration_ratio,citizenship_ratio
1983,Uri,18,182,2089,0.08712302537099091,0.00861656294877932
1983,Valais,257,2847,20251,0.14058565009135351,0.012690731321910028
1983,Vaud,1120,10274,104489,0.09832613959364143,0.010718831647350439
1983,Zug,161,708,10638,0.06655386350817823,0.015134423763865389
1983,Zürich,2104,11537,188800,0.06110699152542373,0.011144067796610169
1984,Aargau,800,3428,66533,0.05152330422497107,0.012024108337216118
1984,Appenzell Ausserrhoden,66,449,5658,0.0793566631318487,0.01166489925768823
1984,Appenzell Innerrhoden,7,103,975,0.10564102564102563,0.0071794871794871795
1984,Basel-Landschaft,508,1758,29772,0.05904877065699315,0.017063012226252856
1984,Basel-Stadt,535,3086,36363,0.08486648516349037,0.014712757473255782
1984,Bern,819,5515,70999,0.07767715038239975,0.011535373737658276
1984,Fribourg,172,1662,14399,0.11542468226960205,0.011945273977359538
1984,Genève,1391,10015,119035,0.08413491830133994,0.011685638677699835
1984,Glarus,45,403,5970,0.06750418760469011,0.007537688442211055
1984,Graubünden,218,1823,16126,0.1130472528835421,0.01351854148579933
1984,Jura,84,379,6047,0.06267570696212998,0.013891185711923267
1984,Luzern,337,2218,26359,0.08414583254296445,0.012785007018475663
1984,Neuchâtel,307,1843,26155,0.07046453832919136,0.01173771745364175
1984,Nidwalden,58,144,1525,0.09442622950819672,0.0380327868852459
1984,No indication,0,0,0,,
1984,Obwalden,25,197,1715,0.11486880466472303,0.014577259475218658
1984,Schaffhausen,154,413,10863,0.03801896345392617,0.014176562643836878
1984,Schwyz,74,655,9296,0.07046041308089501,0.007960413080895009
1984,Solothurn,248,1462,26000,0.05623076923076923,0.009538461538461539
1984,St. Gallen,578,3710,52245,0.0710115800555077,0.011063259642071012
1984,Switzerland,11850,69998,946587,0.07394777236535047,0.012518659140681206
1984,Thurgau,280,1800,28112,0.06402959590210586,0.0099601593625498
1984,Ticino,966,2742,66137,0.04145939489242028,0.014606045027745438
1984,Uri,9,195,1972,0.09888438133874239,0.004563894523326572
1984,Valais,242,2952,21013,0.14048446199971446,0.011516680150383096
1984,Vaud,1033,10314,105436,0.09782237565916764,0.009797412648431276
1984,Zug,136,754,10743,0.0701852368984455,0.012659406124918551
1984,Zürich,2758,11978,187139,0.06400589935823105,0.014737708334446587
1985,Aargau,958,4240,66194,0.06405414388010998,0.01447261081064749
1985,Appenzell Ausserrhoden,49,515,5662,0.09095725891910986,0.008654185800070647
1985,Appenzell Innerrhoden,8,113,980,0.11530612244897959,0.00816326530612245
1985,Basel-Landschaft,593,1763,29654,0.05945235044176165,0.019997302218924935
1985,Basel-Stadt,777,3018,36336,0.08305812417437253,0.021383751651254952
1985,Bern,831,5473,71359,0.07669670258832102,0.011645342563657003
1985,Fribourg,233,1915,14719,0.1301039472790271,0.01582987974726544
1985,Genève,1853,9455,121416,0.07787276800421691,0.01526158002240232
1985,Glarus,42,406,6071,0.06687530884533026,0.006918135397792785
1985,Graubünden,234,1985,16206,0.12248549919782796,0.014439096630877453
1985,Jura,87,432,6049,0.07141676310133907,0.014382542569019673
1985,Luzern,325,2314,26959,0.08583404428947661,0.012055343299083794
1985,Neuchâtel,313,1809,26294,0.06879896554347,0.011903856393093482
1985,Nidwalden,41,155,1519,0.10204081632653061,0.026991441737985518
1985,No indication,0,0,0,,
1985,Obwalden,21,205,1713,0.11967308814944541,0.012259194395796848
1985,Schaffhausen,172,474,10731,0.04417109309477216,0.01602832913987513
1985,Schwyz,86,769,9478,0.08113526060350285,0.00907364422874024
1985,Solothurn,268,1367,25933,0.052712759804110595,0.010334323063278448
1985,St. Gallen,680,4013,52677,0.07618125557643754,0.012908859654118495
1985,Switzerland,14393,72356,953406,0.0758921173141348,0.01509640174280422
1985,Thurgau,385,1750,28145,0.06217800675075502,0.013679161485166104
1985,Ticino,1353,2941,66088,0.04450127103256264,0.02047270306258322
1985,Uri,31,160,2007,0.07972097658196313,0.015445939212755356
1985,Valais,260,3542,21921,0.1615802198804799,0.011860772774964647
1985,Vaud,1327,10837,107451,0.10085527356655592,0.01234981526463225
1985,Zug,237,813,10971,0.07410445720535959,0.021602406343997814
1985,Zürich,3229,11892,186873,0.06363680146409594,0.017279114692866276
1986,Aargau,971,4369,66234,0.06596310052239031,0.014660144336745479
1986,Appenzell Ausserrhoden,70,461,5721,0.08058031812620171,0.012235623142807201
1986,Appenzell Innerrhoden,6,125,987,0.12664640324214793,0.0060790273556231
1986,Basel-Landschaft,627,1751,29530,0.05929563156112428,0.02123264476803251
1986,Basel-Stadt,582,3009,36119,0.08330795426229962,0.016113402918131733
1986,Bern,1107,6222,71749,0.08671897866172351,0.015428786463922843
1986,Fribourg,277,1975,15195,0.12997696610727213,0.018229680816057914
1986,Genève,1965,9289,122930,0.07556332872366388,0.01598470674367526
1986,Glarus,56,414,6114,0.06771344455348381,0.009159306509649984
1986,Graubünden,234,2204,16372,0.1346200830686538,0.014292694844857073
1986,Jura,128,414,6076,0.06813693219223173,0.02106649111257406
1986,Luzern,434,2748,27646,0.09939955147218404,0.015698473558561816
1986,Neuchâtel,361,2276,26675,0.08532333645735708,0.013533270852858482
1986,Nidwalden,17,214,1561,0.13709160794362588,0.010890454836643177
1986,No indication,0,0,0,,
1986,Obwalden,16,203,1762,0.1152099886492622,0.009080590238365494
1986,Schaffhausen,160,560,10610,0.0527803958529689,0.015080113100848256
1986,Schwyz,78,777,9688,0.08020231213872832,0.00805119735755574
1986,Solothurn,300,1554,25985,0.0598037329228401,0.011545122185876467
1986,St. Gallen,571,4127,53452,0.07720945895382773,0.010682481478709871
1986,Switzerland,14416,79686,960678,0.08294766820932717,0.015006068630696237
1986,Thurgau,363,2055,28359,0.07246376811594203,0.012800169258436475
1986,Ticino,1366,3360,65952,0.050946142649199416,0.020712032993692384
1986,Uri,31,150,2023,0.07414730598121602,0.01532377656945131
1986,Valais,353,4221,23103,0.1827035449941566,0.015279400943600398
1986,Vaud,1457,13233,109099,0.12129350406511517,0.013354842849155354
1986,Zug,199,797,11190,0.0712243074173369,0.017783735478105453
1986,Zürich,2687,13178,186546,0.07064209363910241,0.014403953984540006
1987,Aargau,759,5334,67041,0.07956325233812145,0.01132143016959771
1987,Appenzell Ausserrhoden,86,466,5777,0.08066470486411632,0.014886619352605159
1987,Appenzell Innerrhoden,11,115,949,0.12118018967334036,0.011591148577449948
1987,Basel-Landschaft,428,1858,29484,0.06301722968389635,0.014516347849681184
1987,Basel-Stadt,393,3008,36378,0.082687338501292,0.010803232723074386
1987,Bern,713,7353,72843,0.10094312425353157,0.009788174567219912
1987,Fribourg,234,2353,15726,0.14962482513035738,0.014879816863792446
1987,Genève,2178,9232,124619,0.07408180133045522,0.01747727072115809
1987,Glarus,37,444,6231,0.07125662012518055,0.005938051677098379
1987,Graubünden,182,2038,16661,0.12232158934037572,0.010923714062781345
1987,Jura,104,449,6037,0.07437468941527249,0.01722709955275799
1987,Luzern,285,2907,28467,0.10211824217515017,0.010011592370112761
1987,Neuchâtel,311,2321,27604,0.08408201709897116,0.01126648311838864
1987,Nidwalden,37,229,1660,0.13795180722891567,0.022289156626506025
1987,No indication,0,0,0,,
1987,Obwalden,22,207,1769,0.11701526286037309,0.01243640474844545
1987,Schaffhausen,131,533,10655,0.05002346316283435,0.012294697325199437
1987,Schwyz,101,889,9908,0.08972547436415018,0.010193782801776342
1987,Solothurn,234,1729,26291,0.06576394964056141,0.00890038416188049
1987,St. Gallen,579,4754,54673,0.08695334077149598,0.010590236496991203
1987,Switzerland,12370,83927,976958,0.08590645657233985,0.01266175209169688
1987,Thurgau,283,2448,28841,0.08487916507749385,0.009812419819007663
1987,Ticino,1325,3175,66018,0.04809294434851101,0.020070283861977036
1987,Uri,37,156,2031,0.07680945347119646,0.018217626784835055
1987,Valais,237,4031,24786,0.1626321310417171,0.009561849431130478
1987,Vaud,1332,12293,112860,0.10892255892255892,0.011802232854864434
1987,Zug,144,937,11460,0.08176265270506108,0.012565445026178011
1987,Zürich,2187,14668,188189,0.07794291908666287,0.011621295612389672
1988,Aargau,754,5083,68857,0.07381965522750047,0.010950230187199558
1988,Appenzell Ausserrhoden,81,549,5844,0.09394250513347023,0.013860369609856264
1988,Appenzell Innerrhoden,3,125,941,0.13283740701381508,0.003188097768331562
1988,Basel-Landschaft,301,2125,29803,0.07130154682414522,0.010099654397208335
1988,Basel-Stadt,376,3257,36805,0.08849341122130146,0.010216003260426572
1988,Bern,756,8081,74952,0.10781566869463123,0.010086455331412104
1988,Fribourg,352,2743,16615,0.16509178453204934,0.02118567559434246
1988,Genève,1877,14121,126370,0.11174329350320487,0.014853208831209939
1988,Glarus,52,434,6330,0.06856240126382307,0.008214849921011059
1988,Graubünden,233,2496,16664,0.1497839654344695,0.013982237157945271
1988,Jura,86,455,6004,0.07578281145902732,0.014323784143904063
1988,Luzern,352,3224,29586,0.10897045900087879,0.011897519096870141
1988,Neuchâtel,357,2346,28470,0.08240252897787144,0.012539515279241307
1988,Nidwalden,14,212,1728,0.12268518518518519,0.008101851851851851
1988,No indication,0,0,0,,
1988,Obwalden,20,235,1767,0.13299377475947935,0.011318619128466326
1988,Schaffhausen,121,554,10818,0.05121094472176003,0.011185061933814014
1988,Schwyz,68,1141,10249,0.11132793443262758,0.0066347936384037465
1988,Solothurn,213,1845,26778,0.0688998431548286,0.0079542908357607
1988,St. Gallen,527,5261,56202,0.09360876837123235,0.009376890502117362
1988,Switzerland,11356,95973,999688,0.09600295292131145,0.011359544177783468
1988,Thurgau,262,2497,29860,0.08362357669122572,0.008774279973208305
1988,Ticino,858,3481,66009,0.05273523307427775,0.01299822751442985
1988,Uri,20,227,2016,0.11259920634920635,0.00992063492063492
1988,Valais,301,4170,26418,0.1578469225528049,0.011393746687864335
1988,Vaud,964,14305,116379,0.12291736481667655,0.00828328134800952
1988,Zug,153,976,11858,0.08230730308652387,0.012902681733850565
1988,Zürich,2255,16030,192365,0.08333116731214098,0.011722506693005485
1989,Aargau,622,6046,70223,0.08609714765817467,0.008857496831522435
1989,Appenzell Ausserrhoden,42,537,5979,0.08981435022579026,0.007024586051179127
1989,Appenzell Innerrhoden,18,172,1011,0.17012858555885263,0.017804154302670624
1989,Basel-Landschaft,385,2198,30356,0.07240743180919752,0.012682830412439056
1989,Basel-Stadt,223,3554,37456,0.09488466467321657,0.005953652285348142
1989,Bern,736,9273,77458,0.11971649151798394,0.00950192362312479
1989,Fribourg,325,3351,17618,0.19020320127142695,0.01844704279713929
1989,Genève,1874,12477,132559,0.0941241258609374,0.0141371012153079
1989,Glarus,51,532,6443,0.0825702312587304,0.0079155672823219
1989,Graubünden,133,2530,17010,0.14873603762492651,0.007818930041152264
1989,Jura,88,580,6041,0.09601059427247144,0.014567124648237046
1989,Luzern,260,3061,30962,0.0988631225373038,0.00839739034946063
1989,Neuchâtel,278,2816,29050,0.09693631669535284,0.009569707401032702
1989,Nidwalden,30,202,1765,0.11444759206798867,0.0169971671388102
1989,No indication,0,0,0,,
1989,Obwalden,21,296,1795,0.1649025069637883,0.0116991643454039
1989,Schaffhausen,123,731,10877,0.06720603107474488,0.011308265146639698
1989,Schwyz,122,1117,10846,0.10298727641526831,0.011248386501936198
1989,Solothurn,162,1961,27404,0.07155889651145818,0.005911545759743103
1989,St. Gallen,475,5161,58485,0.08824484910660853,0.008121740617252286
1989,Switzerland,10342,99352,1032714,0.09620475756114472,0.010014389269439554
1989,Thurgau,240,2759,30986,0.08904021170851352,0.007745433421545214
1989,Ticino,1071,3776,66650,0.05665416354088522,0.01606901725431358
1989,Uri,10,200,2094,0.09551098376313276,0.004775549188156638
1989,Valais,258,5347,28276,0.1891002970717216,0.009124345734898854
1989,Vaud,996,13764,121974,0.11284372079295588,0.008165674651975012
1989,Zug,129,910,12189,0.0746574780539831,0.010583312823037165
1989,Zürich,1670,16001,197207,0.08113809347538374,0.00846825924029066
1990,Aargau,552,6897,72625,0.09496729776247849,0.007600688468158348
1990,Appenzell Ausserrhoden,69,816,6104,0.13368283093053734,0.011304062909567496
1990,Appenzell Innerrhoden,11,158,1122,0.1408199643493761,0.00980392156862745
1990,Basel-Landschaft,265,2622,30928,0.08477754785307812,0.008568287635799275
1990,Basel-Stadt,255,5600,38678,0.14478514918041263,0.00659289518589379
1990,Bern,630,12220,80630,0.1515564926206127,0.007813468932159246
1990,Fribourg,146,3813,19531,0.19522809891966617,0.007475295683784753
1990,Genève,1305,14180,134205,0.10565925263589285,0.009723929808874482
1990,Glarus,24,569,6633,0.08578320518619026,0.003618272274988693
1990,Graubünden,143,2837,17403,0.16301787048210079,0.008216974084927886
1990,Jura,87,796,6168,0.12905317769131,0.014105058365758755
1990,Luzern,256,4569,32322,0.14135882680527195,0.007920301961512282
1990,Neuchâtel,276,3635,30387,0.11962352321716524,0.009082831473985586
1990,Nidwalden,19,347,1807,0.19203099059214168,0.010514665190924184
1990,No indication,0,0,0,,
1990,Obwalden,30,348,1907,0.1824855794441531,0.015731515469323543
1990,Schaffhausen,96,869,11258,0.07718955409486587,0.008527269497246403
1990,Schwyz,94,1653,11361,0.14549775547927118,0.008273919549335446
1990,Solothurn,189,2906,28171,0.10315572752120976,0.006709027013595542
1990,St. Gallen,427,6278,60676,0.10346759839145626,0.0070373788647900325
1990,Switzerland,8658,122779,1066139,0.11516228184129837,0.008120892303911591
1990,Thurgau,160,3323,32269,0.10297809042734513,0.004958319129814993
1990,Ticino,798,4527,67492,0.06707461625081491,0.011823623540567771
1990,Uri,12,253,2153,0.11751045053413842,0.00557361820715281
1990,Valais,209,5688,30900,0.18407766990291263,0.006763754045307443
1990,Vaud,899,18302,126507,0.14467183634107203,0.00710632613215079
1990,Zug,108,1179,12561,0.09386195366610939,0.008598041557200859
1990,Zürich,1598,18394,202341,0.09090594590320301,0.00789755907107309
1991,Aargau,584,9110,76389,0.11925800835198785,0.007645079788974852
1991,Appenzell Ausserrhoden,39,907,6455,0.1405112316034082,0.006041828040278854
1991,Appenzell Innerrhoden,11,195,1135,0.17180616740088106,0.009691629955947136
1991,Basel-Landschaft,266,2646,32028,0.08261521168977146,0.008305232921193955
1991,Basel-Stadt,307,5495,41674,0.13185679320439603,0.0073667034601910064
1991,Bern,707,12538,87700,0.14296465222348917,0.008061573546180159
1991,Fribourg,179,4301,21576,0.1993418613274008,0.008296255098257323
1991,Genève,1131,14357,137802,0.10418571573707203,0.008207428048939784
1991,Glarus,51,732,6902,0.10605621558968414,0.007389162561576354
1991,Graubünden,165,3462,18349,0.18867513215979073,0.00899231565752902
1991,Jura,86,1007,6603,0.152506436468272,0.01302438285627745
1991,Luzern,231,4858,35479,0.13692606894219114,0.006510893768144536
1991,Neuchâtel,224,3619,32463,0.11148076271447493,0.006900163262791486
1991,Nidwalden,28,411,1981,0.20747097425542654,0.014134275618374558
1991,No indication,0,0,0,,
1991,Obwalden,25,505,2051,0.2462213554363725,0.01218917601170161
1991,Schaffhausen,97,1052,11808,0.08909214092140921,0.008214769647696477
1991,Schwyz,87,1869,12540,0.14904306220095695,0.006937799043062201
1991,Solothurn,177,3622,30003,0.12072126120721262,0.0058994100589941
1991,St. Gallen,510,7407,64607,0.11464701967279087,0.007893881467952389
1991,Switzerland,8757,133100,1127109,0.11808973222643063,0.007769434899375305
1991,Thurgau,237,3663,34335,0.10668414154652686,0.00690257754477938
1991,Ticino,914,4505,69840,0.06450458190148912,0.013087056128293242
1991,Uri,28,343,2275,0.15076923076923077,0.012307692307692308
1991,Valais,195,6619,33935,0.19504935906880802,0.005746279652276411
1991,Vaud,1048,17654,135906,0.12989860638971054,0.007711212161346813
1991,Zug,114,1348,13215,0.10200529701097238,0.008626560726447218
1991,Zürich,1316,20875,210058,0.09937731483685458,0.006264936350912605
1992,Aargau,780,8026,82870,0.09685048871726801,0.009412332569084107
1992,Appenzell Ausserrhoden,61,843,7023,0.12003417343015806,0.008685746831838245
1992,Appenzell Innerrhoden,12,213,1228,0.1734527687296417,0.009771986970684038
1992,Basel-Landschaft,317,2553,33194,0.07691149002831837,0.009549918659998794
1992,Basel-Stadt,318,4930,44247,0.11141998327570231,0.007186927927317106
1992,Bern,1024,11416,93676,0.1218668602416841,0.01093129510226739
1992,Fribourg,297,4036,23963,0.16842632391603723,0.012394107582523056
1992,Genève,1299,13863,140551,0.09863323633414206,0.009242196782662521
1992,Glarus,35,634,7321,0.08660019123070618,0.004780767654691982
1992,Graubünden,177,3935,20117,0.19560570661629467,0.008798528607645274
1992,Jura,74,997,7160,0.13924581005586592,0.010335195530726256
1992,Luzern,466,5662,38812,0.14588271668556116,0.012006595898175822
1992,Neuchâtel,271,3082,34498,0.08933851237752913,0.007855527856687344
1992,Nidwalden,27,520,2227,0.23349797934440952,0.012123933542882801
1992,No indication,0,0,0,,
1992,Obwalden,18,557,2357,0.23631735256682224,0.007636826474331778
1992,Schaffhausen,163,961,12552,0.0765615041427661,0.01298597833014659
1992,Schwyz,111,2173,13962,0.15563672826242658,0.007950150408250967
1992,Solothurn,239,3053,32707,0.09334393249151558,0.007307304246797322
1992,St. Gallen,616,8120,69356,0.11707710940654018,0.008881711748082357
1992,Switzerland,11133,131891,1192964,0.11055740156450655,0.009332217904312285
1992,Thurgau,308,3147,36900,0.08528455284552845,0.00834688346883469
1992,Ticino,1011,6065,71679,0.08461334561029032,0.014104549449629598
1992,Uri,22,330,2458,0.13425549227013833,0.008950366151342554
1992,Valais,302,6718,37780,0.17781895182636315,0.00799364743250397
1992,Vaud,1094,16964,143004,0.11862605241811418,0.007650135660540964
1992,Zug,156,1388,13961,0.09941981233436001,0.01117398467158513
1992,Zürich,1935,21705,219361,0.09894648547371684,0.008821075760960244
1993,Aargau,704,7281,86750,0.08393083573487031,0.008115273775216139
1993,Appenzell Ausserrhoden,47,700,7526,0.09301089556205155,0.006245017273452033
1993,Appenzell Innerrhoden,8,189,1394,0.13558106169296988,0.005738880918220947
1993,Basel-Landschaft,335,2762,34273,0.0805882181308902,0.009774458028185452
1993,Basel-Stadt,492,4520,46494,0.09721684518432486,0.010582010582010581
1993,Bern,939,10323,97146,0.1062627385584584,0.009665863751466865
1993,Fribourg,238,4013,25939,0.15470912525540692,0.00917537299047766
1993,Genève,1461,14045,142602,0.09849090475589403,0.010245298102410906
1993,Glarus,39,606,7563,0.08012693375644586,0.005156683855612852
1993,Graubünden,240,3667,22183,0.16530676644277148,0.010819095703917415
1993,Jura,92,771,7657,0.10069217709285622,0.012015149536371948
1993,Luzern,521,5039,42351,0.11898184222332413,0.01230195272838894
1993,Neuchâtel,302,2696,35090,0.076831005984611,0.008606440581362212
1993,Nidwalden,45,500,2570,0.19455252918287938,0.017509727626459144
1993,No indication,0,0,0,,
1993,Obwalden,19,556,2589,0.21475473155658556,0.007338740826573967
1993,Schaffhausen,175,994,12964,0.07667386609071274,0.013498920086393088
1993,Schwyz,122,2135,15544,0.1373520329387545,0.007848687596500257
1993,Solothurn,179,3007,34096,0.08819216330361333,0.005249882684185829
1993,St. Gallen,635,6996,73610,0.09504143458769189,0.008626545306344246
1993,Switzerland,12898,122454,1243582,0.0984687780942471,0.010371652211112737
1993,Thurgau,289,3939,38213,0.10308010362965483,0.00756287127417371
1993,Ticino,1014,5483,74591,0.07350752771782118,0.013594133340483436
1993,Uri,29,314,2651,0.11844586948321388,0.01093926820067899
1993,Valais,350,6420,40893,0.15699508473332843,0.008558922064901083
1993,Vaud,1378,14187,146685,0.09671745577257389,0.009394280260421993
1993,Zug,169,1399,14707,0.09512477051744067,0.011491126674372748
1993,Zürich,3076,19912,227501,0.08752489000048351,0.013520819688704664
1994,Aargau,768,5461,91275,0.05983018351136675,0.008414133114215284
1994,Appenzell Ausserrhoden,51,522,7833,0.06664113366526235,0.0065109153581003444
1994,Appenzell Innerrhoden,15,141,1488,0.09475806451612903,0.010080645161290322
1994,Basel-Landschaft,301,2228,37911,0.05876922265305584,0.007939648123236
1994,Basel-Stadt,498,3895,48113,0.0809552511795149,0.010350632885083033
1994,Bern,987,8586,99249,0.08650968775504035,0.009944684581204849
1994,Fribourg,338,3171,28227,0.11233924965458604,0.011974350798880505
1994,Genève,2012,13044,145356,0.0897382976966895,0.013841877872258455
1994,Glarus,40,498,7866,0.06331045003813883,0.005085176709890669
1994,Graubünden,229,3516,24046,0.14621974548781502,0.009523413457539716
1994,Jura,89,714,7868,0.09074733096085409,0.011311642094560244
1994,Luzern,396,4173,45316,0.09208668020125342,0.008738635360579046
1994,Neuchâtel,348,2184,36009,0.060651503790718986,0.009664250604015663
1994,Nidwalden,67,500,2791,0.17914725904693657,0.024005732712289504
1994,No indication,0,0,0,,
1994,Obwalden,18,418,2979,0.14031554212823094,0.006042296072507553
1994,Schaffhausen,237,833,13551,0.061471478119695964,0.017489484170909897
1994,Schwyz,132,1827,17034,0.10725607608312786,0.007749207467418105
1994,Solothurn,213,2418,35348,0.0684055675002829,0.0060258006110671045
1994,St. Gallen,595,6433,77237,0.08328909719434986,0.007703561764439323
1994,Switzerland,13739,107650,1291762,0.08333578476530507,0.010635860166191604
1994,Thurgau,392,2836,40583,0.06988147746593401,0.009659216913485943
1994,Ticino,961,5434,77278,0.07031755480214291,0.012435622039907866
1994,Uri,17,307,2824,0.10871104815864023,0.0060198300283286115
1994,Valais,380,4884,43755,0.11162152896811793,0.008684721746086161
1994,Vaud,1406,14329,149634,0.0957603218519855,0.009396260208241443
1994,Zug,132,1385,15609,0.08873086040105067,0.008456659619450317
1994,Zürich,3117,17913,232582,0.07701799795340998,0.013401724983016743
1995,Aargau,1627,5099,93919,0.05429146392103834,0.017323438281923786
1995,Appenzell Ausserrhoden,51,424,7856,0.0539714867617108,0.006491853360488798
1995,Appenzell Innerrhoden,21,136,1501,0.09060626249167222,0.013990672884743505
1995,Basel-Landschaft,449,2092,38871,0.05381904247382367,0.011551027758483188
1995,Basel-Stadt,568,3256,49281,0.06607008786347679,0.01152574014326008
1995,Bern,1031,6885,102518,0.0671589379426052,0.010056770518347998
1995,Fribourg,714,2868,29811,0.0962060984200463,0.023950890610848343
1995,Genève,2064,12365,147709,0.08371189297876229,0.013973420712346573
1995,Glarus,59,319,8095,0.0394070413835701,0.007288449660284126
1995,Graubünden,299,2271,25692,0.08839327417094815,0.01163786392651409
1995,Jura,74,581,8069,0.07200396579501797,0.009170900979055645
1995,Luzern,473,3528,47332,0.07453731091016648,0.009993239246175949
1995,Neuchâtel,362,1967,36396,0.05404440048356962,0.009946147928343774
1995,Nidwalden,74,447,3018,0.1481113320079523,0.024519549370444003
1995,No indication,0,0,0,,
1995,Obwalden,42,345,3164,0.10903919089759798,0.01327433628318584
1995,Schaffhausen,160,727,13887,0.05235111975228631,0.011521566933102903
1995,Schwyz,141,1261,18160,0.06943832599118943,0.00776431718061674
1995,Solothurn,350,2204,36060,0.06112035496394897,0.009706045479755962
1995,St. Gallen,763,4543,80513,0.056425670388632894,0.009476730465887496
1995,Switzerland,16790,90957,1332493,0.06826077135114406,0.01260044142821013
1995,Thurgau,362,2394,42032,0.05695660449181576,0.008612485725161781
1995,Ticino,981,4731,80560,0.058726415094339623,0.012177259185700099
1995,Uri,23,306,3040,0.1006578947368421,0.007565789473684211
1995,Valais,284,3937,45191,0.08711911663826868,0.006284437166692483
1995,Vaud,1537,11451,153454,0.07462171074067799,0.010016030862668944
1995,Zug,235,1053,16706,0.06303124625882917,0.014066802346462348
1995,Zürich,4046,15767,239658,0.0657895834898063,0.01688239074013803
1996,Aargau,1363,3847,96701,0.03978242210525227,0.014094993847012958
1996,Appenzell Ausserrhoden,64,337,7891,0.042706881257128376,0.008110505639335953
1996,Appenzell Innerrhoden,4,105,1516,0.06926121372031663,0.002638522427440633
1996,Basel-Landschaft,581,1889,39694,0.04758905628054618,0.01463697284224316
1996,Basel-Stadt,691,3587,49818,0.07200208759885984,0.01387048857842547
1996,Bern,978,6426,104944,0.06123265741728922,0.009319255984143925
1996,Fribourg,443,2755,30186,0.09126747498840522,0.014675677466375141
1996,Genève,2235,9599,150121,0.06394175365205401,0.014887990354447413
1996,Glarus,141,276,8188,0.033707865168539325,0.017220322423058133
1996,Graubünden,381,2045,25784,0.07931275209432206,0.014776605646912815
1996,Jura,88,373,8205,0.045460085313833026,0.010725167580743449
1996,Luzern,965,2795,49255,0.05674550807024668,0.019591919602070854
1996,Neuchâtel,577,1806,37287,0.0484351114329391,0.015474562179848205
1996,Nidwalden,43,305,3269,0.09330070357907617,0.013153869684918936
1996,No indication,0,0,0,,
1996,Obwalden,13,269,3264,0.08241421568627451,0.003982843137254902
1996,Schaffhausen,228,610,14274,0.042735042735042736,0.015973097940311057
1996,Schwyz,125,821,18800,0.04367021276595745,0.006648936170212766
1996,Solothurn,522,1523,37274,0.04085958040457155,0.014004399849761227
1996,St. Gallen,969,3378,82206,0.04109189110283921,0.011787460769286913
1996,Switzerland,19159,74359,1363590,0.054531787414105415,0.014050411047308942
1996,Thurgau,278,1523,43468,0.03503726879543572,0.006395509340204288
1996,Ticino,1281,2595,82783,0.03134701569162751,0.015474191561069302
1996,Uri,25,246,3183,0.07728557964184732,0.007854225573358466
1996,Valais,462,3058,46180,0.06621914248592464,0.010004330879168471
1996,Vaud,1603,9347,155950,0.05993587688361655,0.010278935556268035
1996,Zug,292,969,17298,0.05601803676725633,0.016880564227078274
1996,Zürich,4807,13875,246051,0.05639074825950718,0.019536600135744216
1997,Aargau,1535,3349,97325,0.03441048034934498,0.015771898278962238
1997,Appenzell Ausserrhoden,101,321,7835,0.04097000638162093,0.012890874282067645
1997,Appenzell Innerrhoden,2,54,1533,0.03522504892367906,0.001304631441617743
1997,Basel-Landschaft,583,1700,40480,0.04199604743083004,0.014402173913043478
1997,Basel-Stadt,837,2459,50538,0.04865645652776129,0.01656179508488662
1997,Bern,1128,6066,106235,0.057099825857768155,0.010617969595707629
1997,Fribourg,507,2254,31250,0.072128,0.016224
1997,Genève,2415,10975,148089,0.07411083875237189,0.016307760873528757
1997,Glarus,97,197,7990,0.0246558197747184,0.01214017521902378
1997,Graubünden,306,1621,25695,0.06308620354154505,0.011908931698774081
1997,Jura,97,346,8201,0.04218997683209365,0.011827825874893306
1997,Luzern,862,2623,49764,0.052708785467406156,0.017321758701069046
1997,Neuchâtel,554,1681,36941,0.04550499445061043,0.014996886927803795
1997,Nidwalden,41,330,3319,0.0994275384151853,0.012353118409159385
1997,No indication,0,0,0,,
1997,Obwalden,24,260,3228,0.080545229244114,0.007434944237918215
1997,Schaffhausen,284,530,14345,0.036946671314046706,0.01979783896828163
1997,Schwyz,118,728,18932,0.03845341221212761,0.0062328332981195856
1997,Solothurn,358,1316,38032,0.0346024400504838,0.009413125788809424
1997,St. Gallen,677,3066,83268,0.03682086756016717,0.008130374213383293
1997,Switzerland,19169,69604,1369494,0.050824611133747206,0.013997140549721284
1997,Thurgau,599,1280,43716,0.02927989752035868,0.01370207704273035
1997,Ticino,1140,2489,81463,0.030553748327461546,0.013994083203417503
1997,Uri,20,152,3204,0.04744069912609238,0.006242197253433208
1997,Valais,381,2771,46064,0.06015543591524835,0.008271101076762764
1997,Vaud,1806,9456,156601,0.060382756176525054,0.01153249340681094
1997,Zug,228,964,17482,0.055142432215993596,0.013041986042786866
1997,Zürich,4469,12616,247964,0.05087835330935136,0.01802277749995967
1998,Aargau,1171,3476,97532,0.03563958495673215,0.012006315875815117
1998,Appenzell Ausserrhoden,90,307,7711,0.03981325379328232,0.011671637919854753
1998,Appenzell Innerrhoden,12,74,1532,0.048302872062663184,0.007832898172323759
1998,Basel-Landschaft,558,1692,40951,0.0413176723401138,0.013626040878122634
1998,Basel-Stadt,975,2499,50774,0.04921810375388978,0.019202741560641272
1998,Bern,1249,6240,106959,0.058340111631559756,0.011677371703175983
1998,Fribourg,490,2218,31519,0.07037025286335226,0.015546178495510644
